C001,Nguyen Dinh Viet,District 2,0949840521,33,VIP, s3927291, Felix1010,false,0
I001-2001,1685083340399,1685688140399,true,1685083356564
I001-2001,1685083340399,1685688140399,true,1685083356565
I002-1988,1685083368958,1685688168958,true,1685083380457
I001-2001,1685083368958,1685688168958,true,1685083380457
I005-2015,1685083399637,1685256199637,true,1685083407084
I005-2015,1685083399637,1685256199637,true,1685083407084
I005-2015,1685083399637,1685256199637,true,1685087919302
I004-1999,1685083399637,1685688199637,true,1685083407084
I004-1999,1685087909529,1685692709529,true,1685087919302
I005-2015,1685087909529,1685260709529,true,1685087919302
I005-2015,1685087909529,1685260709529,true,1685087919302
I001-2001,1685110505498,1685715305498,true,1685113964126
I001-2001,1685113952129,1685718752129,true,1685113964126
I005-2015,1685115896078,1685288696078,true,1685115908111
I003-1992,1685115896078,1685720696078,true,1685115908111
I003-1992,1685115896078,1685720696078,true,1685115908111
I002-1988,1685115896078,1685720696078,true,1685115908111
I002-1988,1685115896078,1685720696078,true,1685115908111
I004-1999,1685115896078,1685720696078,true,1685115908111
I004-1999,1685115896078,1685720696078,true,1685173675294
I001-2001,1685115896078,1685720696078,true,1685173675294
I001-2001,1685115896078,1685720696078,true,1685173675294
I005-2015,1685173657876,1685346457876,true,1685173675294
I005-2015,1685173657876,1685346457876,true,1685173675294
I002-1988,1685173694373,1685951294373,true,1685267536628
I001-2001,1685242185813,1685846985813,true,1685267536628
I001-2001,1685242185813,1685846985813,true,1685267536628
I003-1992,1685242185813,1685846985813,true,1685267536628
I002-1988,1685242185813,1685846985813,true,1685267536628
I004-1999,1685267499514,1685872299514,true,1685267536628
I003-1992,1685267499514,1685872299514,true,1685267536628
I004-1999,1685267503125,1685872303125,true,1685267536628
I004-1999,1685267518717,1685872318717,true,1685267536628
C002,Tran Vu Quang Anh,District 8,0123456789,1,Guest, s3916566, 123456,false
I007-2019,1685173694373,1685235685361,false,0
C003,Thai Ho,HCM City,0912312313,0,Guest, hoquocthai, 123456789,false
C004,Ho Quoc Thai,123456 Hua,0987654321,0,Guest, s3927189, 123456789,false
C005,Nguyen Mat Lon,Tan Phu Dist,0987654321,7,VIP, nguyendeptrai, kakakaka,false,70
I002-1988,1685277148761,1685881948761,true,1685277182189
I003-1992,1685277166246,1685881966246,true,1685277182189
I002-1988,1685277227833,1685882027833,true,1685277244708
I002-1988,1685277232238,1685882032238,true,1685277244708
I001-2001,1685277267725,1685450067725,true,1685277333627
I001-2001,1685277312533,1685450112533,true,1685277333627
I001-2001,1685277318127,1685450118127,true,1685277333627
C006,Ho Quoc Thai,District 5,0234892342,25,VIP, s3927025, 11111111,false,30
I001-2001,1685283723432,1685888523432,true,1685283748699
I002-1988,1685283723432,1685888523432,true,1685283748699
I002-1988,1685283768453,1685888568453,true,1685283776148
I002-1988,1685283768453,1685888568453,true,1685283776148
I005-2015,1685283808181,1685456608181,true,1685283817401
I005-2015,1685283808181,1685456608181,true,1685283817401
I007-2019,1685283808181,1685456608181,true,1685283817401
I007-2019,1685283808181,1685456608181,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,true,1685283891009
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283847342,1685888647342,false,0
I001-2001,1685283867732,1685888667732,false,0
I002-1988,1685283867732,1685888667732,true,1685283938005
